star_rating,review_text,clean_text,vader_compound,vader_label,textblob_polarity,textblob_label,silver_label
4,"They are very smooth, i love just letting them melt in my mouth.  And they have a very rich cocoa taste.  not like swiss miss, like a batch of fresh made dutch cocoa.  The only downside to the one i bought is i think they were kind of old.  normally they are dusted in cocoa powder and are literally powdery on the outside.  But this case i bought they were actually a bit moist and there was no powder, it was absorbed.  So probably they were sitting on a shelf for a while.  But they still taste awesome.",smooth love letting melt mouth rich cocoa taste like swiss miss like batch fresh made dutch cocoa downside one bought think kind old normally dusted cocoa powder literally powdery outside case bought actually bit moist powder absorbed probably sitting shelf still taste awesome,0.8623,positive,0.32979166666666665,positive,positive
5,"This tea is amazingly delicious. I have always been a fan of Early Grey tea and didn't think I'd find anything I like more BUT then I drank Stash's DOUBLE Bergamot, which just happens to be the ingredient in Earl Grey that makes it so good, and I've been hooked ever since. I drink alot of tea and this is what I drink....Try it, you'll like it!",tea amazingly delicious always fan early grey tea think find anything like drank stash double bergamot happens ingredient earl grey makes good hooked ever since drink alot tea drink try like,0.9319,positive,0.3392857142857143,positive,positive
5,"I beg to differ with the previous reviewer. These are delicious!  They are crispy, cinnamon-y and not too sweet. They remind me of cinnamon toast crunch cereal.  1 bag 1.5 ounces is one a half servings. The whole bag is 165 calories and 15 grams of protein.",beg differ previous reviewer delicious crispy cinnamon sweet remind cinnamon toast crunch cereal bag ounces one half servings whole bag calories grams protein,0.3637,positive,0.24333333333333332,positive,positive
2,"We like a nice strong latte each morning, and after reading reviews I thought I would try this brand instead of Lavazza to save a little money.  What a mistake! I am so disappointed.  We tried making adjustments to the espresso machine, but nothing seems to help. This coffee is bitter and doesn't even smell good. I don't know what I am going to do with rest of the bag because I just can't start my day drinking this stuff.  I ordered more Lavazza today to replace it.",like nice strong latte morning reading reviews thought would try brand instead lavazza save little money mistake disappointed tried making adjustments espresso machine nothing seems help coffee bitter even smell good know going rest bag start day drinking stuff ordered lavazza today replace,-0.8065,negative,0.16413690476190476,positive,negative
5,"Fibre...check<br />Protein...check<br />Vitamins...check<br /><br />What? You want your cereal to taste great as well? Well here's your answer.<br /><br />Pros:<br />+ Healthy (still has sugars though)<br />+ Delicious<br />+ Crunchy, doesn't get soggy even after prolonged submersion<br /><br />Cons:<br />- The size of the granola clusters isn't all uniform. The clumps at the top of the box are quite large, and towards the end you're left with powdery stuff. Not a big minus, but I like my granola to be uniformish.",fibre check protein check vitamins check want cereal taste great well well answer pros healthy still sugars though delicious crunchy get soggy even prolonged submersion cons size granola clusters uniform clumps top box quite large towards end left powdery stuff big minus like granola uniformish,0.8645,positive,0.27346938775510204,positive,positive
5,"These biscuits are wonderful to go with a cup of tea.  They are ever-so-slightly sweet, very light, and have a pleasant light taste that doesn't compete with even light teas.  A good alternative to fat-laden, overly-sweet cookies.<br /><br />Because they are no longer readily available at the grocery stores in my area, this is an excellent way to keep them in the pantry.",biscuits wonderful go cup tea ever slightly sweet light pleasant light taste compete even light teas good alternative fat laden overly sweet cookies longer readily available grocery stores area excellent way keep pantry,0.9403,positive,0.6114814814814815,positive,positive
4,"What could be better than a mouth full of honey with a caffeinated kick?!  The price for Honeystinger seems more justifiable compared to other gels as they're made using 100% made in the USA bee pee.  Other gels use corn based products which means they're dependent more heavily on petroleum based industrial agriculture (the price of a pound of maltodextrin--the main calorie containing ingredient in Gu and others-- hasn't even remotely kept pace with inflation thanks to farm subsidies... but it's price has paralleled the price of oil).<br /><br />I'm still not keen on the little gel packs and prefer to buy bottles and use refillable flasks instead.  Also, the honey is of course really, really sweet (so delicious!) which makes it more difficult to get down smoothly.",could better mouth full honey caffeinated kick price honeystinger seems justifiable compared gels made using made usa bee pee gels use corn based products means dependent heavily petroleum based industrial agriculture price pound maltodextrin main calorie containing ingredient gu others even remotely kept pace inflation thanks farm subsidies price paralleled price oil still keen little gel packs prefer buy bottles use refillable flasks instead also honey course really really sweet delicious makes difficult get smoothly,0.8567,positive,0.18594771241830066,positive,positive
1,"My dog, a Labrador had this bones ends chewed and roughed up in no time.  Its ends were rough and cut her gums and when I tried playing with it she pulled and rough ends cut my hand open. Had infection for 4 days.",dog labrador bones ends chewed roughed time ends rough cut gums tried playing pulled rough ends cut hand open infection days,-0.1027,negative,-0.06666666666666667,negative,negative
5,"I have given these as gifts and have had them myself.  They are delicious and just the right size to pop in your mouth and savor as they melt.  And, of course, we all know that dark chocolate is good for you, right? (Good excuse to eat them!)",given gifts delicious right size pop mouth savor melt course know dark chocolate good right good excuse eat,0.8777,positive,0.39413265306122447,positive,positive
5,"This is a very tasty soup, and so easy to make.  Even just cooking it as is, with no added ingredients, it is delicious and smells wonderful cooking.<br />I always find that I need alot more water than the directions state.",tasty soup easy make even cooking added ingredients delicious smells wonderful cooking always find need alot water directions state,0.8733,positive,0.6266666666666667,positive,positive
2,"These are a pleasing size and retain a good texture, without the ""rubber eraser"" taste when chewed for a while, but all the various colors taste the same, with no decernable fruit flavors.  The purple (grape?) may have a slight tang.  They are not overly sweet, which is good, but have no interesting flavor(s).  A disappointment.",pleasing size retain good texture without rubber eraser taste chewed various colors taste decernable fruit flavors purple grape may slight tang overly sweet good interesting flavor disappointment,-0.7474,negative,0.09166666666666666,positive,negative
5,I had the best looking tomato plants in town with this =) I have always used Miracle Grow on all my stuff and you can really see a difference! It truly works!,best looking tomato plants town always used miracle grow stuff really see difference truly works,0.9454,positive,0.6041666666666666,positive,positive
5,"I bought this for my lab about a week ago and he LOVES it! I had bought a few of the smaller ones at my local pet supply store but he was able to chew thru those pretty quickly. This is a great size, it's about a foot long and really heavy (don't let them drop one of these on your foot, it hurts!). he's been chewing on this for a week and has barely been able to make a dent it. Happy to spend the money on this since it lasts and he looooves his chew toys. I've been buying Nylabones for him, which he also loves, but I like that these are natural and offers him vitamins and minerals at the same time. Definitely worth the money and I see this lasting for a few months before it needs to be replaced.",bought lab week ago loves bought smaller ones local pet supply store able chew thru pretty quickly great size foot long really heavy let drop one foot hurts chewing week barely able make dent happy spend money since lasts looooves chew toys buying nylabones also loves like natural offers vitamins minerals time definitely worth money see lasting months needs replaced,0.988,positive,0.1685185185185185,positive,positive
1,"This is one of the worst ideas I've ever seen. The wastefulness of this packaging is incredible. By buying this item you are contributing to filling of landfills, environmental destruction, and overwhelming inefficiency. Furthermore, on a per-ounce basis this item is considerably more expensive than cheese in large canisters. Avoid this silly product if you care about the environment or your wallet!",one worst ideas ever seen wastefulness packaging incredible buying item contributing filling landfills environmental destruction overwhelming inefficiency furthermore per ounce basis item considerably expensive cheese large canisters avoid silly product care environment wallet,-0.7886,negative,-0.0015306122448979537,abstain,negative
2,"Now if you could just make it sugar-free also?  I know, I don't want for much.  :-)<a href=""http://www.amazon.com/gp/product/B004391DK0"">Bisquick Pancake and Baking Mix, Gluten-Free, 16-Ounce Boxes (Pack of 3)</a>",could make sugar free also know want much bisquick pancake baking mix gluten free ounce boxes pack,-0.0572,negative,0.35,positive,negative
5,"It is very yummy, especially for people who love chocolate and coconut. It's great the fact that it is organic and doesn't have artificial flavors and artificial colors like so many other mainstream snack products do.",yummy especially people love chocolate coconut great fact organic artificial flavors artificial colors like many mainstream snack products,0.9381,positive,0.084375,positive,positive
5,My wife and I drink this coffee on weekends as a treat. The coffee is always great....smooth and taste fantastic.,wife drink coffee weekends treat coffee always great smooth taste fantastic,0.743,positive,0.4,positive,positive
5,"This item used to be available as ""General Foods International"" and has since switched over to Maxwell House.  It also used to be availabls to me in my area; it has been off the shelves for months now and I was very happy to find a supply on Amazon under the new ownweship.  I have tried other chai mixes, powdered and liquid but this is hands down the best and easiest one to make.  Make it with milk to get the best flavor.  Now if only Amazon would make it a subscription like they used to have it when it was with General Foods!",item used available general foods international since switched maxwell house also used availabls area shelves months happy find supply amazon new ownweship tried chai mixes powdered liquid hands best easiest one make make milk get best flavor amazon would make subscription like used general foods,0.977,positive,0.30620982552800735,positive,positive
5,"I am telling you I was lucky. I checked and found this to be the last two bottles in stock. With no fault of Amazon or the company my item was lost, for a while and then made there way to my address. It was well worth the wait. I do not spill any of it and it taste great to the last drop. With these, I will have to make do, until, I find another good deal, such as this one! I was skeptical at first, being the syrup was in a plastic bottle, but the flavor is unreal. I would not trade or give these up for any other at this time. Thanks Amazon and affiliates for making this happen.",telling lucky checked found last two bottles stock fault amazon company item lost made way address well worth wait spill taste great last drop make find another good deal one skeptical first syrup plastic bottle flavor unreal would trade give time thanks amazon affiliates making happen,0.8938,positive,0.178030303030303,positive,positive
5,"This gum combines the flavors of melon and mint to create a fruity, refreshing flavor that is very tasty.  It's fruity, but with just the right amount of spearmint and peppermint so that it's not sweet, and leaves a minty tingle behind it.  Thus, you get all the freshness of a mint gum, with the tastiness of a fruity gum.  I very much enjoy this, and I usually have a pack in my desk.  Highly recommended.",gum combines flavors melon mint create fruity refreshing flavor tasty fruity right amount spearmint peppermint sweet leaves minty tingle behind thus get freshness mint gum tastiness fruity gum much enjoy usually pack desk highly recommended,0.6895,positive,0.09008928571428572,positive,positive
1,"Looked like a good deal, so I ordered the ground fennel, as well as 4 other spices and seasonings from this company, but was disappointed with them all. Zero flavor, not even the fragrance of the right herbs or spices when loosely sealed containers were opened. The dill smelled like dried musty grass, and the onion even worse. Ended up throwing them all away...save your money, DO NOT BUY THIS PRODUCT.",looked like good deal ordered ground fennel well spices seasonings company disappointed zero flavor even fragrance right herbs spices loosely sealed containers opened dill smelled like dried musty grass onion even worse ended throwing away save money buy product,-0.4215,negative,-0.08088697017268447,negative,negative
5,"This marinara sauce is not just dinner - it is an experience!<br />I've tried so many sauces over the years and had almost given up finding a store-bought variety that would be worthwhile. Then I found this one at our local Kroger store. This sauce is so indescribably good that it actually, literally brought goose bumps up and down both of my arms. The other brands of sauce are monstrosities of monumental proportions compared to Rao's. I would never have thought that any mere mortal could combine a few simple ingredients in the perfect proportions and come up with something like this marinara that defies description. My God, it was like it made love to my whole mouth! It permeates the tongue and palate, even teeth and gums and the insides of my whole mouth - making this sauce ""the flavor to savor,"" even an hour after dinner. I've never tasted any other pasta sauce that even approaches this sublime sauce. It is so rich and flavorful. Try this sauce and you will understand why I'm gushing and drooling all over for this heavenly marinara. I gladly paid the $10 this evening for another jar, this time for the arribbiata which is also delicious. I never would have thought any pasta sauce could taste this good, fantastic actually. It is even better than my mother's and my uncle's. You will think that you died and entered the Pearly Gates, dripping with Rao's Marinara!",marinara sauce dinner experience tried many sauces years almost given finding store bought variety would worthwhile found one local kroger store sauce indescribably good actually literally brought goose bumps arms brands sauce monstrosities monumental proportions compared rao would never thought mere mortal could combine simple ingredients perfect proportions come something like marinara defies description god like made love whole mouth permeates tongue palate even teeth gums insides whole mouth making sauce flavor savor even hour dinner never tasted pasta sauce even approaches sublime sauce rich flavorful try sauce understand gushing drooling heavenly marinara gladly paid evening another jar time arribbiata also delicious never would thought pasta sauce could taste good fantastic actually even better mother uncle think died entered pearly gates dripping rao marinara,0.9919,positive,0.2792929292929293,positive,positive
5,I'm a die hard Starbucks fan and these tasted even better! the price is great too! i recommend to anyone who loves great coffee.,die hard starbucks fan tasted even better price great recommend anyone loves great coffee,0.9421,positive,0.5333333333333333,positive,positive
2,Light duty item. Both of mine broke on the first use (didn't catch anything either). The Victor 0625 BlackBox Gopher Trap I purchased at the same time was a far superior item. I returned the broken Sweeneys and kept the BlackBox.,light duty item mine broke first use catch anything either victor blackbox gopher trap purchased time far superior item returned broken sweeneys kept blackbox,-0.5719,negative,0.17499999999999996,positive,negative
5,"...that we didn't know about this product about 2 years ago.  It took both of us, one to hold and pry open our sweet cat's mouth and another to deposit pill(s) and squirt in the water, twice a day.  We had both gotten bitten before, but the most recent bite on my left thumb was pretty serious and got infected. Fun! Anyway, a client told us about Pill Pockets and price be d**ned, I'd pay 4 times as much just to not get bitten again.  These things are heaven sent. Thanks, Pill Pockets! :)",know product years ago took us one hold pry open sweet cat mouth another deposit pill squirt water twice day gotten bitten recent bite left thumb pretty serious got infected fun anyway client told us pill pockets price ned pay times much get bitten things heaven sent thanks pill pockets,0.96,positive,0.19015151515151515,positive,positive
1,"WARNING:  HIGH FRUCTOSE CORN SYRUP in this product.  While the description of this item from every Amazon seller states ""No high fructose corn syrup..."" the label on the jar lists high fructose corn syrup as the fourth ingredient; in fact, as the only sweetener used in this product.  I do not necessarily blame the sellers because Kraft announced it was going to eliminate HFC from their products but did not make good on that promise.  Too bad.  I remember 'way back when I could rely on Kraft for decent, wholesome food, and I thought the company was perhaps returning to that model. Silly me!  Into the trash with this.",warning high fructose corn syrup product description item every amazon seller states high fructose corn syrup label jar lists high fructose corn syrup fourth ingredient fact sweetener used product necessarily blame sellers kraft announced going eliminate hfc products make good promise bad remember way back could rely kraft decent wholesome food thought company perhaps returning model silly trash,-0.7391,negative,-0.01984848484848484,abstain,negative
1,Absolutely TERRIBLE quality.  DO NOT BUY.  I was 100% dissatisfied with the product!  And Amazon does NOT stand by its food sales and offer refunds (unlike my brick & mortar grocery store).  Item was past date & Amazon offers NO returns on grocery; TERRIBLE!,absolutely terrible quality buy dissatisfied product amazon stand food sales offer refunds unlike brick mortar grocery store item past date amazon offers returns grocery terrible,-0.9131,negative,-0.5375,negative,negative
5,"I had to try ""em, loved these!  I highly recommend this product as it arrive before the date and were so fresh!<br /><br />Try Drake's coffeecakes!",try em loved highly recommend product arrive date fresh try drake coffeecakes,0.821,positive,0.5375,positive,positive
5,What a great value! My wife and I eat buttermilk waffles at least twice a week. This powdered buttermilk is delicious. Mixes easily with the other ingredients. Sure beats spoiled or outdated liquid buttermilk.,great value wife eat buttermilk waffles least twice week powdered buttermilk delicious mixes easily ingredients sure beats spoiled outdated liquid buttermilk,0.9348,positive,0.3011904761904762,positive,positive
1,"I've been eating Snow's clam chowder for years, so I buy a few cans when it's on sale. Well it looks like Bumble Bee has taken over. What a big mistake. When I opened the can, it was all watery and smelled funny. I put it in a bowl to microwave, and noticed how thin it was, but thought I'd try it anyway. It was nasty to say the least. It about made me sick. So I went and opened another of the new cans, more of the same. Then I got an older can of the non-Bumble Bee chowder and it was great like always. If I could give the new junk no stars, I would. Sucks bad.",eating snow clam chowder years buy cans sale well looks like bumble bee taken big mistake opened watery smelled funny put bowl microwave noticed thin thought try anyway nasty say least made sick went opened another new cans got older non bumble bee chowder great like always could give new junk stars would sucks bad,-0.8658,negative,-0.10832611832611831,negative,negative
1,"If you like weak or watered down coffee, then this is the product for you.<br />One of the flavors I tried was not too bad but the second one of the same flavor was completely different.  There seems to be no uniform, some being very weak and others week.  The coffee is just bland.  Nothing you can do with it.<br />Just don't waste your money on this product.  The cheapest regular low price coffee would be better than this.",like weak watered coffee product one flavors tried bad second one flavor completely different seems uniform weak others week coffee bland nothing waste money product cheapest regular low price coffee would better,-0.2884,negative,-0.13206018518518517,negative,negative
5,"If you love chocolate and want a non-guilty pleasure, nutritionists recommend one oz. of dark chocolate above 70% per day.  As a friend said, chocolate is a vegetable--it's a bean!  I bought this bag of individually wrapped chocolates and have one for a tasty treat after dinner.  They are healthy and darkly rich and smooth.  I'm happy with one square, and frankly, it helps to have them individually wrapped so you can't keep breaking off small pieces of a large bar.<br /><br />One square is about 75 calories--it's a thin larger square and is satisfying.  If you want to spoil yourself, or someone else, with something that is good for them, consider these chocolates!  I love them.",love chocolate want non guilty pleasure nutritionists recommend one oz dark chocolate per day friend said chocolate vegetable bean bought bag individually wrapped chocolates one tasty treat dinner healthy darkly rich smooth happy one square frankly helps individually wrapped keep breaking small pieces large bar one square calories thin larger square satisfying want spoil someone else something good consider chocolates love,0.9907,positive,0.24151785714285715,positive,positive
5,"Using this vinegar with a small amount of beef stock simmer together till it reduces, then add some unsalted butter [about 1oz] a little at a time, add the pre cooked warm steak for a couple of minutes, it is just delicious.",using vinegar small amount beef stock simmer together till reduces add unsalted butter oz little time add pre cooked warm steak couple minutes delicious,0.6808,positive,0.3125,positive,positive
5,"I was just two pounds shy of my Weight Watchers goal when I fell off the weight loss wagon and gained four additional pounds.  Life was busy, and I wanted a fuss-free way to lose those last pounds before swimsuit season.  Since I enjoy Special K products, I thought I'd put the Special K 2-Week Weight Loss Challenge to the test.  I ate Special K cereal for two meals, snacked on fruits and veggies (instead of the recommend Special K snack products) and made healthy dinner choices.  I didn't expect to lose 6 pounds as advertised, since my weight loss had slowed from months of dieting and I was near my goal weight.  To my surprise, I lost 6 pounds and have finally reached my goal weight!<br /><br />ABOUT THE DIET:<br /><br />It's convenient and doesn't require much planning.  However, it could get a little boring in the long run.  It could also be difficult to meet daily nutritional requirements.  Also, rapid weight loss could be difficult to maintain in the long run.  If you've been dieting and just can't lose those last few pounds, or if you need to lose a few pounds fast for a big event, give Special K a try.<br /><br />ABOUT THE CEREAL:<br /><br />One can usually find a box of Special K in my kitchen cabinet.  Most often, it is the Red Berries variety.  I enjoy the Fruit and Yogurt flavor, as well, but the serving size is 1/4 cup less.  The original flavor is also nice from time to time, but the Chocolatey Delight is just not a good idea, in my opinion.  But back to the Red Berries.  The cereal consists of the usual Special K flakes with dehydrated strawberries.  Once I pour on my Silk Light soy milk, the berries plump up to add lots of real strawberry flavor.  There are generous amounts of berries and the flakes stay crispy in milk.  All in all, this is an excellent cereal that I highly recommend.",two pounds shy weight watchers goal fell weight loss wagon gained four additional pounds life busy wanted fuss free way lose last pounds swimsuit season since enjoy special k products thought put special k week weight loss challenge test ate special k cereal two meals snacked fruits veggies instead recommend special k snack products made healthy dinner choices expect lose pounds advertised since weight loss slowed months dieting near goal weight surprise lost pounds finally reached goal weight diet convenient require much planning however could get little boring long run could also difficult meet daily nutritional requirements also rapid weight loss could difficult maintain long run dieting lose last pounds need lose pounds fast big event give special k try cereal one usually find box special k kitchen cabinet often red berries variety enjoy fruit yogurt flavor well serving size cup less original flavor also nice time time chocolatey delight good idea opinion back red berries cereal consists usual special k flakes dehydrated strawberries pour silk light soy milk berries plump add lots real strawberry flavor generous amounts berries flakes stay crispy milk excellent cereal highly recommend,0.9877,positive,0.08168650793650795,positive,positive
5,"Only one problem, they arrived, packaging wasn't the best, and they were stale. Still love them, but wish I could get a reliable souce of this product on a regular basis and have them fresh.",one problem arrived packaging best stale still love wish could get reliable souce product regular basis fresh,0.7241,positive,0.21666666666666667,positive,positive
1,"Other Walden Farms products are great, but this one is disgusting!  I couldn't get past a tiny taste.  My husband (who will eat ANYTHING) thought it was nasty and wouldn't eat it.  To the trash bin this goes!  Save yourself!  Do not buy this product!  Blech!",walden farms products great one disgusting get past tiny taste husband eat anything thought nasty eat trash bin goes save buy product blech,-0.702,negative,-0.3678571428571429,negative,negative
1,"This is the worst low-carb product I have ever purchased.  When using it to make pizza crust, I could not even cover half the pizza pan, and the taste was horrible.  I used it to make biscuits, and they were incredibly dry and had no flavor.  I tried again, adding some margarine, and they still tasted awful.  I tried to make pancakes, and the batter was as thick as cement.  I tried adding more liquid, but they were horrible.  I cannot imagine how this product is still on the market. Krusteaz used to make WONDERFUL low-carb baking products, so I know it can be done.  This stuff, however, is awful.",worst low carb product ever purchased using make pizza crust could even cover half pizza pan taste horrible used make biscuits incredibly dry flavor tried adding margarine still tasted awful tried make pancakes batter thick cement tried adding liquid horrible cannot imagine product still market krusteaz used make wonderful low carb baking products know done stuff however awful,-0.8402,negative,-0.4033333333333333,negative,negative
5,I was seeking a more robust full flavored decafe coffee but without the bitterness and acidity that is often associated with a stronger coffee.  This coffee filled the bill and then some.  Will definitely purchase again!,seeking robust full flavored decafe coffee without bitterness acidity often associated stronger coffee coffee filled bill definitely purchase,0.8995,positive,0.3125,positive,positive
5,"When I first found Dr. Harvey's, I was searching in vain for an organic food for my chihuahua. His pre-mix is very easy to make, and my dog loves it. She is very healthy and has been eating Dr. Harvey's for 5 years. I recommend it very highly!",first found dr harvey searching vain organic food chihuahua pre mix easy make dog loves healthy eating dr harvey years recommend highly,0.8714,positive,0.43083333333333335,positive,positive
2,"I will be donating this to the local shelter.<br />It should be ok for several dogs to get this for a few feedings ...<br />that is, for short-term use.<br /><br />I won't be feeding it to my doxy ... it is loaded with carbs ( grains )<br />and for her, opening this bag means she'd be eating it for weeks ...<br />which will have detrimental effects on her health.<br /><br />I did not realize it was loaded with grains - this info was not available on Amazon -<br />I went by reviews which were glowing ...<br /><br />I believe, knowing what I know about<br />the ingredients now that I have the bag in front of me, that this dog food is very bad for dogs.<br /><br />Most likely they are using grains to bulk-up the food with less calories to stave off Dachshunds<br />from gaining weight.<br /><br />This is not the way to do it ...<br />rather, I will be switching my pup to a NO-Grain canned dog food which is three letters long and<br />starts with E and ends with O ....<br /><br />Canned, because there's more water in it ... which cuts the calories.<br /><br />I'm sorry this was so disappointing to me - I really wanted it to be a smart, well-thought out, quality dog food.<br /><br />Instead, it's one of those cheapy, grain-heavy kibbles.<br />Except, it's not cheap on two fronts:<br />bag cost, and also<br />when dogs start having problems and rack up $$$ vet visits for<br />skin problems, intestinal issues ... and gas-iness ....<br /><br />Not going down that path with my little Doxy !!",donating local shelter ok several dogs get feedings short term use feeding doxy loaded carbs grains opening bag means eating weeks detrimental effects health realize loaded grains info available amazon went reviews glowing believe knowing know ingredients bag front dog food bad dogs likely using grains bulk food less calories stave dachshunds gaining weight way rather switching pup grain canned dog food three letters long starts e ends canned water cuts calories sorry disappointing really wanted smart well thought quality dog food instead one cheapy grain heavy kibbles except cheap two fronts bag cost also dogs start problems rack vet visits skin problems intestinal issues gas iness going path little doxy,-0.881,negative,-0.10946501517273577,negative,negative
5,"What could be a more delicious breakfast than these sausages? If they are paired with scrambled eggs and a bagel then they already make up a perfect meal for me. I really like the products from Cedar Lake because they give vegetarians like me a wider option when it comes to what we can eat. In addition, these canned goodies contain very minimal preservatives to keep them healthy. That's why I feel safe eating these breakfast sausages as often as I could.",could delicious breakfast sausages paired scrambled eggs bagel already make perfect meal really like products cedar lake give vegetarians like wider option comes eat addition canned goodies contain minimal preservatives keep healthy feel safe eating breakfast sausages often could,0.9558,positive,0.51,positive,positive
5,Orijen is truly amazing!It was like giving my dogs crack! They LOVE it. And there allergies no longer bother him. I was on taste of wild for a year my bad!!Taste of wild is owned by Diamond which in the past has had some recalls on some there dog foods..,orijen truly amazing like giving dogs crack love allergies longer bother taste wild year bad taste wild owned diamond past recalls dog foods,0.9445,positive,0.11249999999999999,positive,positive
1,"I bought this toy and put one of my dogs in her crate with it.  I just filled it with a handful of kibble.  1/2 hour later the Tug a Jug was broken.  My dog had chewed the end off where it screws on.  Her chewing destroyed the threads so the toy is useless. She's a 55 pound food motivated dog, medium chewer.  My original worry about the Tug a Jug was that it would be noisy on hard floors.  It never made it that far.  I had better luck with the Busy Bone toy, although she can get the Gnawhide rings off pretty quick. At least that one is still usable.",bought toy put one dogs crate filled handful kibble hour later tug jug broken dog chewed end screws chewing destroyed threads toy useless pound food motivated dog medium chewer original worry tug jug would noisy hard floors never made far better luck busy bone toy although get gnawhide rings pretty quick least one still usable,-0.1779,negative,0.04722222222222222,abstain,negative
2,"Bought this product expecting greatness, what I received was melted chocolate that turned into a horrible snack. I've had the Emerald Harmony Triple Chocolate Trail Mix from grocery stores and its the best chocolate trail mix I've had, but I wouldn't recommend buying it from Amazon. There wasn't anything to keep it cool during shipping and UPS obviously doesn't know whats in the box so they can't cool it off by other means. Very Disappointed.",bought product expecting greatness received melted chocolate turned horrible snack emerald harmony triple chocolate trail mix grocery stores best chocolate trail mix recommend buying amazon anything keep cool shipping ups obviously know whats box cool means disappointed,-0.5985,negative,-0.05714285714285716,negative,negative
5,"For the last several years my grandsons and I have been making caramel apples--I do the organizing; they do the ""creating."" Our caramels of choice are Kraft Caramel because they get to do the task of unwrapping the small morsels to start the process and I do the microwaving. They then take over the time-honored tradition of creating the Famous P______ Caramel Apples. It's truly amazing how caramel, M&Ms, and chocolate sprinkles can transform a simple apple into such a splendid 1-lb. marvel of sweet delight. It is so much fun and it is a great kick-off to fall...and one of the precious times I get to be alone with the boys to hear about school and ""stuff"" before the Holidays invade. And all of this fun almost didn't happen this year!! It seems that Northern California is not among the recipients of Kraft Caramels any longer, so I was delighted that Amazon.com was able to save the day--and our tradition. Thanks, Amazon.<br /><br />One warning, this lot of 12 bags of caramels do NOT come with the sticks needed to make caramel apples. If you plan to use the caramels for apples, be sure to stock up on a bag of sticks from your local crafts store. I wish you all a great time as you create your own ""Famous Caramel Apples!""",last several years grandsons making caramel apples organizing creating caramels choice kraft caramel get task unwrapping small morsels start process microwaving take time honored tradition creating famous p caramel apples truly amazing caramel ms chocolate sprinkles transform simple apple splendid lb marvel sweet delight much fun great kick fall one precious times get alone boys hear school stuff holidays invade fun almost happen year seems northern california among recipients kraft caramels longer delighted amazon com able save day tradition thanks amazon one warning lot bags caramels come sticks needed make caramel apples plan use caramels apples sure stock bag sticks local crafts store wish great time create famous caramel apples,0.9957,positive,0.3822420634920635,positive,positive
2,"Not at all impressed with this product!! It arrived all melted together :(  If you want candy corn that is NOT a big clump of yellow, orange, and white, get it from someone else!  So disappointed!!",impressed product arrived melted together want candy corn big clump yellow orange white get someone else disappointed,-0.8837,negative,-0.125,negative,negative
1,"Maybe, I got a bad one.  It's very plain, nothing special in flavor.  I felt like I wasted my time and money. I will not buy this flavor again.",maybe got bad one plain nothing special flavor felt like wasted time money buy flavor,-0.7732,negative,-0.2053571428571428,negative,negative
5,"I was quite pleased with all phases of the purchase through Amazon. The price was a key factor in choosing to buy from this seller. However, the delivery was made in a minimum amount of time and though I was a bit concerned with possible damage to the product during shipping (I had ordered six boxes of the tea), the item arrived in a well packed box in perfect condition. The tea is a new selection for us and we are very pleased with the quality of the product. Perfectly satisfied with the purchase through Amazon. It could not have been better handled.",quite pleased phases purchase amazon price key factor choosing buy seller however delivery made minimum amount time though bit concerned possible damage product shipping ordered six boxes tea item arrived well packed box perfect condition tea new selection us pleased quality product perfectly satisfied purchase amazon could better handled,0.9431,positive,0.4107954545454545,positive,positive
5,"While I like yogurt out of a cup, I'm usually not fond of things that are dipped in yogurt. These are the exception - the yogurt coating on the bottom adds a very nice taste to the granola. Sweet, but not candy bar sweet. I prefer the strawberry over the vanilla, but both are good.<br /><br />The granola itself is soft but still holds together as a bar. The calorie count is decent (120 per bar). The nutritional content is not stellar, but reasonably good and much better than candy alternatives.<br /><br />Highly recommend, especially if you can get them on a price dip.",like yogurt cup usually fond things dipped yogurt exception yogurt coating bottom adds nice taste granola sweet candy bar sweet prefer strawberry vanilla good granola soft still holds together bar calorie count decent per bar nutritional content stellar reasonably good much better candy alternatives highly recommend especially get price dip,0.9055,positive,0.2946666666666667,positive,positive
1,"This set is far too much work and the end result is not all that great.  First, you need to make the royal icing from the power (1 dirty bowl) and use a hand mixer to mix it until it forms peaks (one dirty tool and one that some parents may not have).  Then, you need to take out about a cup of the icing and add in the red food coloring (2nd dirty bowl).  Finally, you need to take out another cup of icing and add in the green food coloring (3rd dirty bowl).  Since there is only 1 piping bag/tip for the kit, you would need to use your own Ziploc or piping bags to pipe the other two colors without color contamination (more mess and frustration).  By the time we finished these prep steps, the kids had already lost interest in the entire project!  So, the adults ended up doing the whole thing!  Even with meticulous attention to the directions, the final result is just so-so.  If you want martyrdom, this is it!<br /><br />Wouldn't it be be easier to have pre-mixed icing in plastic syringes so the joy is in decorating the gingerbread train rather than in struggling with making the icing????<br /><br />I do not recommend this product.",set far much work end result great first need make royal icing power dirty bowl use hand mixer mix forms peaks one dirty tool one parents may need take cup icing add red food coloring nd dirty bowl finally need take another cup icing add green food coloring rd dirty bowl since piping bag tip kit would need use ziploc piping bags pipe two colors without color contamination mess frustration time finished prep steps kids already lost interest entire project adults ended whole thing even meticulous attention directions final result want martyrdom easier pre mixed icing plastic syringes joy decorating gingerbread train rather struggling making icing recommend product,-0.9405,negative,0.02727272727272728,abstain,negative
